lat,lon,low_shaking_prob,med_shaking_prob,high_shaking_prob,Liq_Class,zero_liq,low_liq,med_liq,high_liq,points,landslide,tsunami,tsunami_binned,zero_tsunami,low_tsunami,med_tsunami,high_tsunami,No_landslide,Yes_landslide
-39.48672,176.84222,0.046537877368496926,0.43421966594485895,0.5192424566866441,H,1.0,0.0,0.0,0.0,POINT (-75.81516385176549 82.92647137104707),0.0,-4.5030010172080703e-20,-0.0,1,0,0,0,1,0
-39.48672,176.84422,0.043737901104394045,0.44037346660096144,0.5158886322946445,H,1.0,0.0,0.0,0.0,POINT (-75.8151638691433 82.92647137095325),0.0,-2.2360207367172758e-18,-0.0,1,0,0,0,1,0
-39.48672,176.84622,0.04059375952912796,0.440177926579191,0.5192283138916811,H,1.0,0.0,0.0,0.0,POINT (-75.81516388652113 82.92647137085943),0.0,3.457897187568353e-17,0.0,1,0,0,0,1,0
-39.48672,176.84822,0.043135046487932635,0.4354468031735983,0.521418150338469,B,0.0,0.16885309304444668,0.10797668066870225,0.7231702262868511,POINT (-75.81516390389893 82.92647137076561),0.0,4.2530284269672304e-19,0.0,1,0,0,0,1,0
-39.48672,176.85022,0.03752546662864337,0.4340565817063609,0.5284179516649958,B,0.0,0.16885309304444668,0.10797668066870225,0.7231702262868511,POINT (-75.81516392127678 82.92647137067175),0.0,-1.1674540426122865e-18,-0.0,1,0,0,0,1,0
-39.48672,176.85222,0.04455574189275043,0.4316940836492402,0.5237501744580093,B,0.0,0.16885309304444668,0.10797668066870225,0.7231702262868511,POINT (-75.81516393865458 82.92647137057793),0.0,-5.122314301223203e-19,-0.0,1,0,0,0,1,0
-39.48672,176.85422,0.031310988408262866,0.4395458921235497,0.5291431194681874,B,0.0,0.16885309304444668,0.10797668066870225,0.7231702262868511,POINT (-75.81516395603239 82.92647137048411),0.0,-5.953692028594752e-17,-0.0,1,0,0,0,1,0
-39.48672,176.85622,0.03764369049937137,0.44106711093744316,0.5212891985631856,B,0.0,0.16885309304444668,0.10797668066870225,0.7231702262868511,POINT (-75.81516397341021 82.92647137039029),0.0,-8.459046207769554e-17,-0.0,1,0,0,0,1,0
-39.48672,176.85822,0.03824908173128614,0.4513936612831482,0.5103572569855657,B,0.0,0.16885309304444668,0.10797668066870225,0.7231702262868511,POINT (-75.81516399078804 82.92647137029647),0.0,1.2857683175651626e-14,0.0,1,0,0,0,1,0
-39.48672,176.86022,0.044329575085571366,0.44610591912390896,0.5095645057905197,B,0.0,0.16885309304444668,0.10797668066870225,0.7231702262868511,POINT (-75.81516400816585 82.92647137020261),0.0,2.0236190953159486e-14,0.0,1,0,0,0,1,0
