OBJECTID,ROAD_PT_ID,LON_pt,LAT_pt,osm_id,code,fclass,name,ref,oneway,maxspeed,layer,bridge,tunnel,F_ELEV,T_ELEV,RD_SEG_ID,ORIG_FID,LIQ_Class,PGA_mean_log,PGA_sigma_log,BLDG_ID,BLDG_EWd,BLDG_sigmaEWd,BLDG_CLASS,BLDG_collapse_m,BLDG_collapse_b,BLDG_Dist_bld,BLDG_ID_bld,BR_CLASS,BR_logmean,BR_logsigma,LS_areaYN,LS_ID_fface,LS_Dist_fface,LS_H_fface,LS_Slope,CULV_ID,CULV_MnPGD,CULV_Y_N,RW_ID,RW_PGA,RW_sd,RW_CLASS,PGA25,PGA100,PGA500,PGA1000,PGA2500,LAN_SU_ID,LAN_LP25_max,LAN_LP100_max,LAN_LP500_max,LAN_LP1000_max,LAN_LP2500_max,LAN_RO_Vol,LAN_RO_V_1,LAN_RO_V_2,LAN_RO_V_3,LAN_RO_V_4,LAN_RO_V_5,LAN_VolCla
1,1,176.8997822,-39.49518415,6607267,5113,primary,Hyderabad Road,SH 51,B,50,0,F,F,0,0,1,1,E,-0.87850573,0.721714199,1801115,3.550510384,1.572474397,TWL5S,,,999,999,,,,,-1,-1,,,,,,,,,,0.06982365,0.147355367,0.30106716,0.395539751,0.552394,51,0.00515452,0.006386075,0.00975651,0.01264901,0.019426472,No,No,No,No,No,No,4
2,2,176.8994082,-39.49519676,6607267,5113,primary,Hyderabad Road,SH 51,B,50,0,F,F,0,0,2,2,E,-0.87850573,0.721714199,1801115,3.550510384,1.572474397,TWL5S,,,999,999,,,,,-1,-1,,,,,,,,,,0.06982365,0.147355367,0.30106716,0.395539751,0.552394,51,0.00515452,0.006386075,0.00975651,0.01264901,0.019426472,No,No,No,No,No,No,4
3,3,176.8989217,-39.49521481,6607267,5113,primary,Hyderabad Road,SH 51,B,50,0,F,F,0,0,3,3,E,-0.907183737,0.682618567,1801115,3.550510384,1.572474397,TWL5S,,,999,999,,,,,-1,-1,,,,,,,,,,0.06982365,0.147355367,0.30106716,0.395539751,0.552394,51,0.00515452,0.006386075,0.00975651,0.01264901,0.019426472,No,No,No,No,No,No,4
4,4,176.898435,-39.49522587,6607267,5113,primary,Hyderabad Road,SH 51,B,50,0,F,F,0,0,4,4,E,-0.907183737,0.682618567,1801115,3.550510384,1.572474397,TWL5S,,,999,999,,,,,-1,-1,,,,,,,,,,0.06982365,0.147355367,0.30106716,0.395539751,0.552394,51,0.00515452,0.006386075,0.00975651,0.01264901,0.019426472,No,No,No,No,No,No,4
5,5,176.89796,-39.49523116,6607267,5113,primary,Hyderabad Road,SH 51,B,50,0,F,F,0,0,5,5,E,-0.907183737,0.682618567,1801115,3.550510384,1.572474397,TWL5S,,,999,999,,,,,875,237.7636296,3.458741188,,,,,,,,,0.06982365,0.147355367,0.30106716,0.395539751,0.552394,53,0.00515452,0.006386075,0.00975651,0.01264901,0.019426472,No,No,Yes,No,Yes,No,4
6,6,176.8974851,-39.49523356,6607267,5113,primary,Hyderabad Road,SH 51,B,50,0,F,F,0,0,6,6,E,-0.907183737,0.682618567,1801115,3.550510384,1.572474397,TWL5S,,,999,999,,,,,875,196.9199996,3.458741188,,,,,,,,,0.06982365,0.147355367,0.30106716,0.395539751,0.552394,53,0.00515452,0.006386075,0.00975651,0.01264901,0.019426472,No,Yes,Yes,No,Yes,No,4
7,7,176.8969768,-39.49522586,6607267,5113,primary,Hyderabad Road,SH 51,B,50,0,F,F,0,0,7,7,E,-0.913370175,0.748228209,1801115,3.550510384,1.572474397,TWL5S,,,999,999,,,,,875,153.1886258,3.458741188,,,,,,,,,0.06982365,0.147355367,0.30106716,0.395539751,0.552394,53,0.00515452,0.006386075,0.00975651,0.01264901,0.019426472,No,No,Yes,No,Yes,No,4
8,8,176.8966867,-39.4952029,6607267,5113,primary,Hyderabad Road,SH 51,B,50,0,F,F,0,0,8,8,E,-0.913370175,0.748228209,1801115,3.550510384,1.572474397,TWL5S,,,999,999,,,,,875,128.220961,3.458741188,,,,,,,,,0.06982365,0.147355367,0.30106716,0.395539751,0.552394,53,0.00515452,0.006386075,0.00975651,0.01264901,0.019426472,No,No,No,No,Yes,No,4
9,9,176.8613409,-39.52614403,7919177,5114,secondary,Gloucester Street,,B,50,0,F,F,0,0,9,9,C,-0.896667521,0.744898663,,,,,,,999,999,,,,,-1,-1,,,,,,,,,,0.069,0.145741456,0.29196138,0.377041814,0.513906,0,0,0,0,0,0,No,No,No,No,No,No,0
10,10,176.8608879,-39.52642424,7919177,5114,secondary,Gloucester Street,,B,50,0,F,F,0,0,10,10,C,-0.939958092,0.730613432,,,,,,,999,999,,,,,-1,-1,,,,,,,,,,0.069,0.145741456,0.29196138,0.377041814,0.513906,0,0,0,0,0,0,No,No,No,No,No,No,0
11,11,176.8605248,-39.52665058,7919177,5114,secondary,Gloucester Street,,B,50,0,F,F,0,0,11,11,C,-0.939958092,0.730613432,,,,,,,999,999,,,,,-1,-1,,,,,,,,,,0.069,0.145741456,0.29196138,0.377041814,0.513906,0,0,0,0,0,0,No,No,No,No,No,No,0
12,12,176.8601794,-39.52689339,7919177,5114,secondary,Gloucester Street,,B,50,0,F,F,0,0,12,12,C,-0.939958092,0.730613432,,,,,,,999,999,,,,,-1,-1,,,,,,,,,,0.069,0.145741456,0.29196138,0.377041814,0.513906,0,0,0,0,0,0,No,No,No,No,No,No,0
13,13,176.8597385,-39.52718617,7919177,5114,secondary,Gloucester Street,,B,50,0,F,F,0,0,13,13,C,-0.939958092,0.730613432,,,,,,,999,999,,,,,-1,-1,,,,,,,,,,0.069,0.145741456,0.29196138,0.377041814,0.513906,0,0,0,0,0,0,No,No,No,No,No,No,0
14,14,176.8593148,-39.52746076,7919177,5114,secondary,Gloucester Street,,B,50,0,F,F,0,0,14,14,C,-0.939958092,0.730613432,,,,,,,999,999,,,,,-1,-1,,,,,,,,,,0.069,0.145741456,0.29196138,0.377041814,0.513906,0,0,0,0,0,0,No,No,No,No,No,No,0
15,15,176.8588929,-39.52773704,7919177,5114,secondary,Gloucester Street,,B,50,0,F,F,0,0,15,15,C,-0.879774412,0.733624077,,,,,,,999,999,,,,,-1,-1,,,,,,,,,,0.069,0.145741456,0.29196138,0.377041814,0.513906,0,0,0,0,0,0,No,No,No,No,No,No,0
16,16,176.8584547,-39.52803246,7919177,5114,secondary,Gloucester Street,,B,50,0,F,F,0,0,16,16,C,-0.879774412,0.733624077,,,,,,,999,999,,,,,-1,-1,,,,,,,,,,0.069,0.145741456,0.29196138,0.377041814,0.513906,0,0,0,0,0,0,No,No,No,No,No,No,0
17,17,176.8580742,-39.52827192,7919177,5114,secondary,Gloucester Street,,B,50,0,F,F,0,0,17,17,C,-0.879774412,0.733624077,,,,,,,999,999,,,,,-1,-1,,,,,,,,,,0.069,0.145741456,0.29196138,0.377041814,0.513906,0,0,0,0,0,0,No,No,No,No,No,No,0
18,18,176.8576998,-39.52851865,7919177,5114,secondary,Gloucester Street,,B,50,0,F,F,0,0,18,18,C,-0.879774412,0.733624077,,,,,,,999,999,,,,,-1,-1,,,,,,,,,,0.069,0.145741456,0.29196138,0.377041814,0.513906,0,0,0,0,0,0,No,No,No,No,No,No,0
19,19,176.8573551,-39.52874383,7919177,5114,secondary,Gloucester Street,,B,50,0,F,F,0,0,19,19,C,-0.879774412,0.733624077,,,,,,,999,999,,,,,-1,-1,,,,,,,,,,0.069,0.145741456,0.29196138,0.377041814,0.513906,0,0,0,0,0,0,No,No,No,No,No,No,0
20,20,176.9017618,-39.49500263,7919178,5114,secondary,Thackeray Street,,B,50,0,F,F,0,0,20,20,E,-0.864988324,0.730437826,1800145,3.693850129,1.675470318,TWL5S,,,999,999,,,,,-1,-1,,,,,,,,,,0.06982365,0.147355367,0.30106716,0.395539751,0.552394,50,0.002235424,0.00277147,0.004242338,0.005509153,0.008493929,No,No,No,No,No,No,3
21,21,176.902249,-39.49494366,7919178,5114,secondary,Thackeray Street,,B,50,0,F,F,0,0,21,21,E,-0.864988324,0.730437826,1800145,3.693850129,1.675470318,TWL5S,,,999,999,,,,,-1,-1,,,,,,,,,,0.06982365,0.147355367,0.30106716,0.395539751,0.552394,50,0.002235424,0.00277147,0.004242338,0.005509153,0.008493929,No,No,No,No,No,No,3
22,22,176.9064918,-39.4943181,7919178,5114,secondary,Thackeray Street,,B,50,0,F,F,0,0,22,22,C,-0.857763487,0.731996719,1800589,3.692246231,1.674297625,CTL5S,,,999,999,,,,,-1,-1,,,,,,,,,,0.06982365,0.147355367,0.30106716,0.395539751,0.552394,34,0.006834919,0.008464552,0.012917712,0.016731558,0.0256397,No,No,No,No,No,No,4
23,23,176.9070439,-39.49417865,7919178,5114,secondary,Thackeray Street,,B,50,0,F,F,0,0,23,23,C,-0.857763487,0.731996719,1800589,3.692246231,1.674297625,CTL5S,,,999,999,,,,,-1,-1,,,,,,,,,,0.06982365,0.147355367,0.30106716,0.395539751,0.552394,34,0.006834919,0.008464552,0.012917712,0.016731558,0.0256397,No,No,No,No,No,No,4
24,24,176.9074503,-39.49405612,7919178,5114,secondary,Thackeray Street,,B,50,0,F,F,0,0,24,24,C,-0.866711725,0.716409852,,,,,,,999,999,,,,,-1,-1,,,,,,,,,,0.06982365,0.147355367,0.30106716,0.395539751,0.552394,0,0,0,0,0,0,No,No,No,No,No,No,0
25,25,176.9027361,-39.49488407,7919178,5114,secondary,Thackeray Street,,B,50,0,F,F,0,0,25,25,C,-0.864988324,0.730437826,1800145,3.693850129,1.675470318,TWL5S,,,999,999,,,,,-1,-1,,,,,,,,,,0.06982365,0.147355367,0.30106716,0.395539751,0.552394,50,0.002235424,0.00277147,0.004242338,0.005509153,0.008493929,No,No,No,No,No,No,3
26,26,176.9033105,-39.49481802,7919178,5114,secondary,Thackeray Street,,B,50,0,F,F,0,0,26,26,C,-0.887648349,0.744741251,1800145,3.693850129,1.675470318,TWL5S,,,999,999,,,,,-1,-1,,,,,,,,,,0.06982365,0.147355367,0.30106716,0.395539751,0.552394,50,0.002235424,0.00277147,0.004242338,0.005509153,0.008493929,No,No,No,No,No,No,3
27,27,176.903886,-39.49475823,7919178,5114,secondary,Thackeray Street,,B,50,0,F,F,0,0,27,27,C,-0.887648349,0.744741251,1799743,3.691993193,1.674112657,TWL5S,,,999,999,,,,,-1,-1,,,,,,,,,,0.06982365,0.147355367,0.30106716,0.395539751,0.552394,50,0.002235424,0.00277147,0.004242338,0.005509153,0.008493929,No,No,No,No,No,No,3
28,28,176.9044625,-39.49470446,7919178,5114,secondary,Thackeray Street,,B,50,0,F,F,0,0,28,28,C,-0.887648349,0.744741251,1800589,3.692246231,1.674297625,CTL5S,,,999,999,,,,,-1,-1,,,,,,,,,,0.06982365,0.147355367,0.30106716,0.395539751,0.552394,34,0.006834919,0.008464552,0.012917712,0.016731558,0.0256397,No,No,No,No,No,No,4
29,29,176.9050378,-39.49464512,7919178,5114,secondary,Thackeray Street,,B,50,0,F,F,0,0,29,29,C,-0.887648349,0.744741251,1800589,3.692246231,1.674297625,CTL5S,,,999,999,,,,,-1,-1,,,,,,,,,,0.06982365,0.147355367,0.30106716,0.395539751,0.552394,34,0.006834919,0.008464552,0.012917712,0.016731558,0.0256397,No,No,No,No,No,No,4
30,30,176.9056072,-39.49455444,7919178,5114,secondary,Thackeray Street,,B,50,0,F,F,0,0,30,30,C,-0.857763487,0.731996719,1800589,3.692246231,1.674297625,CTL5S,,,999,999,,,,,-1,-1,,,,,,,,,,0.06982365,0.147355367,0.30106716,0.395539751,0.552394,34,0.006834919,0.008464552,0.012917712,0.016731558,0.0256397,No,No,No,No,No,No,4
31,31,176.9060498,-39.49443797,7919178,5114,secondary,Thackeray Street,,B,50,0,F,F,0,0,31,31,C,-0.857763487,0.731996719,1800589,3.692246231,1.674297625,CTL5S,,,999,999,,,,,-1,-1,,,,,,,,,,0.06982365,0.147355367,0.30106716,0.395539751,0.552394,34,0.006834919,0.008464552,0.012917712,0.016731558,0.0256397,No,No,No,No,No,No,4
32,32,176.9078625,-39.49394582,7919178,5114,secondary,Thackeray Street,,B,50,0,F,F,0,0,32,32,C,-0.866711725,0.716409852,,,,,,,999,999,,,,,-1,-1,,,,,,,,,,0.06982365,0.147355367,0.30106716,0.395539751,0.552394,40,0.003596749,0.004457778,0.006817488,0.008846443,0.013614547,No,No,No,No,No,No,4
33,33,176.908151,-39.49387347,7919178,5114,secondary,Thackeray Street,,B,50,0,F,F,0,0,33,33,C,-0.866711725,0.716409852,,,,,,,999,999,,,,,-1,-1,,,,,,,,,,0.06982365,0.147355367,0.30106716,0.395539751,0.552394,40,0.003596749,0.004457778,0.006817488,0.008846443,0.013614547,No,No,No,No,No,No,4
34,34,176.8711582,-39.41145891,29983483,5112,trunk,State Highway 2,SH 2,B,100,0,F,F,0,0,34,34,B,-0.991534668,0.734480547,,,,,,,999,999,,,,yes,880,36.55894914,2.318194389,3.140707205,,,,,,,,0.066216673,0.135210374,0.268795588,0.346367124,0.479056,0,0,0,0,0,0,No,No,No,No,No,No,0
35,35,176.871264,-39.41101654,29983483,5112,trunk,State Highway 2,SH 2,B,100,0,F,F,0,0,35,35,B,-0.995563308,0.747951771,,,,,,,999,999,,,,yes,893,27.30521988,0.855751038,3.140707205,,,,,,,,0.066216673,0.135210374,0.268795588,0.346367124,0.479056,0,0,0,0,0,0,No,No,No,No,No,No,0
36,36,176.8713717,-39.41057444,29983483,5112,trunk,State Highway 2,SH 2,B,100,0,F,F,0,0,36,36,B,-0.995563308,0.747951771,,,,,,,999,999,,,,,893,17.52217047,0.855751038,,,,,,,,,0.066216673,0.135210374,0.268795588,0.346367124,0.479056,0,0,0,0,0,0,No,No,No,No,No,No,0
37,37,176.8714802,-39.41013248,29983483,5112,trunk,State Highway 2,SH 2,B,100,0,F,F,0,0,37,37,NoLiq,-0.995563308,0.747951771,,,,,,,999,999,,,,,893,37.4083323,0.855751038,,,,,,,,,0.066216673,0.135210374,0.268795588,0.346367124,0.479056,0,0,0,0,0,0,No,No,No,No,No,No,0
38,38,176.8715888,-39.40969051,29983483,5112,trunk,State Highway 2,SH 2,B,100,0,F,F,0,0,38,38,NoLiq,-1.035806022,0.743693494,,,,,,,999,999,,,,,893,85.37889412,0.855751038,,,,,,,,,0.066216673,0.135210374,0.268795588,0.346367124,0.479056,0,0,0,0,0,0,No,No,No,No,No,No,0
39,39,176.8716956,-39.40924809,29983483,5112,trunk,State Highway 2,SH 2,B,100,0,F,F,0,0,39,39,NoLiq,-1.035806022,0.743693494,,,,,,,999,999,,,,yes,893,134.8301954,0.855751038,6.51353127,,,,,,,,0.066216673,0.135210374,0.268795588,0.346367124,0.479056,0,0,0,0,0,0,No,No,No,No,No,No,0
40,40,176.8717405,-39.40880004,29983483,5112,trunk,State Highway 2,SH 2,B,100,0,F,F,0,0,40,40,NoLiq,-1.035806022,0.743693494,,,,,,,999,999,,,,yes,893,184.7180865,0.855751038,6.51353127,,,,,,,,0.066216673,0.135210374,0.268795588,0.346367124,0.479056,0,0,0,0,0,0,No,No,No,No,No,No,0
41,41,176.8717314,-39.40835052,29983483,5112,trunk,State Highway 2,SH 2,B,100,0,F,F,0,0,41,41,NoLiq,-1.035806022,0.743693494,,,,,,,999,999,,,,,654,222.1525459,3.273628235,,,,,,,,,0.066216673,0.135210374,0.268795588,0.346367124,0.479056,0,0,0,0,0,0,No,No,No,No,No,No,0
42,42,176.8716871,-39.40790207,29983483,5112,trunk,State Highway 2,SH 2,B,100,0,F,F,0,0,42,42,NoLiq,-1.035806022,0.743693494,,,,,,,999,999,,,,,654,216.6396398,3.273628235,,,,,,,,,0.066216673,0.135210374,0.268795588,0.346367124,0.479056,0,0,0,0,0,0,No,No,No,No,No,No,0
43,43,176.8716303,-39.40745432,29983483,5112,trunk,State Highway 2,SH 2,B,100,0,F,F,0,0,43,43,NoLiq,-0.991779284,0.723829867,,,,,,,999,999,,,,,654,215.4177709,3.273628235,,,,,,,,,0.066216673,0.135210374,0.268795588,0.346367124,0.479056,0,0,0,0,0,0,No,No,No,No,No,No,0
44,44,176.8715792,-39.40700617,29983483,5112,trunk,State Highway 2,SH 2,B,100,0,F,F,0,0,44,44,NoLiq,-0.991779284,0.723829867,,,,,,,999,999,,,,,654,223.6592659,3.273628235,,,,,,,,,0.066216673,0.135210374,0.268795588,0.346367124,0.479056,0,0,0,0,0,0,No,No,No,No,No,No,0
45,45,176.871592,-39.40655697,29983483,5112,trunk,State Highway 2,SH 2,B,100,0,F,F,0,0,45,45,NoLiq,-0.991779284,0.723829867,,,,,,,999,999,,,,,654,234.5311219,3.273628235,,,,,,,,,0.066216673,0.135210374,0.268795588,0.346367124,0.479056,0,0,0,0,0,0,No,No,No,No,No,No,0
46,46,176.8716848,-39.40611329,29983483,5112,trunk,State Highway 2,SH 2,B,100,0,F,F,0,0,46,46,NoLiq,-0.991779284,0.723829867,,,,,,,999,999,,,,,-1,-1,,,,,,,,,,0.066216673,0.135210374,0.268795588,0.346367124,0.479056,0,0,0,0,0,0,No,No,No,No,No,No,0
47,47,176.8718258,-39.40567711,29983483,5112,trunk,State Highway 2,SH 2,B,100,0,F,F,0,0,47,47,NoLiq,-0.993378685,0.727818853,,,,,,,999,999,,,,,-1,-1,,,,,,,,,,0.066216673,0.135210374,0.268795588,0.346367124,0.479056,0,0,0,0,0,0,No,No,No,No,No,No,0
48,48,176.8720083,-39.40525016,29983483,5112,trunk,State Highway 2,SH 2,B,100,0,F,F,0,0,48,48,NoLiq,-0.993378685,0.727818853,,,,,,,999,999,,,,,-1,-1,,,,,,,,,,0.066216673,0.135210374,0.268795588,0.346367124,0.479056,0,0,0,0,0,0,No,No,No,No,No,No,0
49,49,176.8722152,-39.40482979,29983483,5112,trunk,State Highway 2,SH 2,B,100,0,F,F,0,0,49,49,NoLiq,-0.993378685,0.727818853,,,,,,,999,999,,,,,-1,-1,,,,,,,,,,0.066216673,0.135210374,0.268795588,0.346367124,0.479056,0,0,0,0,0,0,No,No,No,No,No,No,0
50,50,176.8724529,-39.4044196,29983483,5112,trunk,State Highway 2,SH 2,B,100,0,F,F,0,0,50,50,NoLiq,-0.993378685,0.727818853,,,,,,,999,999,,,,,-1,-1,,,,,,,,,,0.066216673,0.135210374,0.268795588,0.346367124,0.479056,0,0,0,0,0,0,No,No,No,No,No,No,0
51,51,176.8726834,-39.40400676,29983483,5112,trunk,State Highway 2,SH 2,B,100,0,F,F,0,0,51,51,NoLiq,-0.993378685,0.727818853,,,,,,,999,999,,,,,-1,-1,,,,,,,,,,0.066216673,0.135210374,0.268795588,0.346367124,0.479056,0,0,0,0,0,0,No,No,No,No,No,No,0
52,52,176.8728815,-39.40358444,29983483,5112,trunk,State Highway 2,SH 2,B,100,0,F,F,0,0,52,52,NoLiq,-1.007915397,0.740765014,,,,,,,999,999,,,,,-1,-1,,,,,,,,,,0.066216673,0.135210374,0.268795588,0.346367124,0.479056,0,0,0,0,0,0,No,No,No,No,No,No,0
53,53,176.8730368,-39.40315113,29983483,5112,trunk,State Highway 2,SH 2,B,100,0,F,F,0,0,53,53,NoLiq,-1.007915397,0.740765014,,,,,,,999,999,,,,,-1,-1,,,,,,,,,,0.066216673,0.135210374,0.268795588,0.346367124,0.479056,0,0,0,0,0,0,No,No,No,No,No,No,0
54,54,176.8731676,-39.40271296,29983483,5112,trunk,State Highway 2,SH 2,B,100,0,F,F,0,0,54,54,NoLiq,-1.007915397,0.740765014,,,,,,,999,999,,,,,-1,-1,,,,,,,,,,0.066216673,0.135210374,0.268795588,0.346367124,0.479056,0,0,0,0,0,0,No,No,No,No,No,No,0
55,55,176.8732573,-39.40226817,29983483,5112,trunk,State Highway 2,SH 2,B,100,0,F,F,0,0,55,55,NoLiq,-0.966609713,0.724002039,,,,,,,999,999,,,,,758,206.4624858,8.636989594,,,,,,,,,0.066216673,0.135210374,0.268795588,0.346367124,0.479056,0,0,0,0,0,0,No,No,No,No,No,No,0
56,56,176.8732724,-39.40181904,29983483,5112,trunk,State Highway 2,SH 2,B,100,0,F,F,0,0,56,56,NoLiq,-0.966609713,0.724002039,,,,,,,999,999,,,,,758,157.4006248,8.636989594,,,,,,,,,0.066216673,0.135210374,0.268795588,0.346367124,0.479056,0,0,0,0,0,0,No,No,No,No,No,No,0
57,57,176.8732649,-39.40136927,29983483,5112,trunk,State Highway 2,SH 2,B,100,0,F,F,0,0,57,57,NoLiq,-0.966609713,0.724002039,,,,,,,999,999,,,,,758,108.4998784,8.636989594,,,,,,,,,0.066216673,0.135210374,0.268795588,0.346367124,0.479056,0,0,0,0,0,0,No,No,No,No,No,No,0
58,58,176.8732773,-39.40091965,29983483,5112,trunk,State Highway 2,SH 2,B,100,0,F,F,0,0,58,58,NoLiq,-0.966609713,0.724002039,,,,,,,999,999,,,,,758,62.09134429,8.636989594,,,,,,,,,0.066216673,0.135210374,0.268795588,0.346367124,0.479056,0,0,0,0,0,0,No,No,No,No,No,No,0
59,59,176.8733574,-39.400475,29983483,5112,trunk,State Highway 2,SH 2,B,100,0,F,F,0,0,59,59,NoLiq,-0.966609713,0.724002039,,,,,,,999,999,,,,,758,34.38155945,8.636989594,,,,,,,,,0.066216673,0.135210374,0.268795588,0.346367124,0.479056,0,0,0,0,0,0,No,No,No,No,No,No,0
60,60,176.8734501,-39.4002555,29983483,5112,trunk,State Highway 2,SH 2,B,100,0,F,F,0,0,60,60,NoLiq,-0.966609713,0.724002039,,,,,,,999,999,,,,,758,30.28903223,8.636989594,,,,,,,,,0.066216673,0.135210374,0.268795588,0.346367124,0.479056,0,0,0,0,0,0,No,No,No,No,No,No,0
61,61,176.8735759,-39.40004558,29983483,5112,trunk,State Highway 2,SH 2,B,100,0,F,F,0,0,61,61,NoLiq,-0.966609713,0.724002039,,,,,,,999,999,,,,,758,31.78996997,8.636989594,,,,,,,,,0.066216673,0.135210374,0.268795588,0.346367124,0.479056,0,0,0,0,0,0,No,No,No,No,No,No,0
62,62,176.8738772,-39.39966192,29983483,5112,trunk,State Highway 2,SH 2,B,100,0,F,F,0,0,62,62,NoLiq,-0.966609713,0.724002039,,,,,,,999,999,,,,,758,70.35540278,8.636989594,,,,,,,,,0.066216673,0.135210374,0.268795588,0.346367124,0.479056,0,0,0,0,0,0,No,No,No,No,No,No,0
63,63,176.8742142,-39.39929582,29983483,5112,trunk,State Highway 2,SH 2,B,100,0,F,F,0,0,63,63,NoLiq,-0.966609713,0.724002039,,,,,,,999,999,,,,,758,118.6137947,8.636989594,,,,,,,,,0.066216673,0.135210374,0.268795588,0.346367124,0.479056,0,0,0,0,0,0,No,No,No,No,No,No,0
64,64,176.8745525,-39.39893048,29983483,5112,trunk,State Highway 2,SH 2,B,100,0,F,F,0,0,64,64,NoLiq,-0.966609713,0.724002039,,,,,,,999,999,,,,,758,167.8792398,8.636989594,,,,,,,,,0.066216673,0.135210374,0.268795588,0.346367124,0.479056,0,0,0,0,0,0,No,No,No,No,No,No,0
65,65,176.8748576,-39.39854817,29983483,5112,trunk,State Highway 2,SH 2,B,100,0,F,F,0,0,65,65,NoLiq,-0.966609713,0.724002039,,,,,,,999,999,,,,,758,216.9786827,8.636989594,,,,,,,,,0.066216673,0.135210374,0.268795588,0.346367124,0.479056,0,0,0,0,0,0,No,No,No,No,No,No,0
66,66,176.8751089,-39.39814286,29983483,5112,trunk,State Highway 2,SH 2,B,100,0,F,F,0,0,66,66,NoLiq,-0.966609713,0.724002039,,,,,,,999,999,,,,,-1,-1,,,,,,,,,,0.066216673,0.135210374,0.268795588,0.346367124,0.479056,0,0,0,0,0,0,No,No,No,No,No,No,0
67,67,176.8753017,-39.3977186,29983483,5112,trunk,State Highway 2,SH 2,B,100,0,F,F,0,0,67,67,NoLiq,-1.00653832,0.752072006,,,,,,,999,999,,,,,-1,-1,,,,,,,,,,0.066216673,0.135210374,0.268795588,0.346367124,0.479056,0,0,0,0,0,0,No,No,No,No,No,No,0
68,68,176.8754309,-39.39728034,29983483,5112,trunk,State Highway 2,SH 2,B,100,0,F,F,0,0,68,68,NoLiq,-1.00653832,0.752072006,,,,,,,999,999,,,,,-1,-1,,,,,,,,,,0.066216673,0.135210374,0.268795588,0.346367124,0.479056,0,0,0,0,0,0,No,No,No,No,No,No,0
69,69,176.8755368,-39.39683806,29983483,5112,trunk,State Highway 2,SH 2,B,100,0,F,F,0,0,69,69,NoLiq,-1.00653832,0.752072006,,,,,,,999,999,,,,,-1,-1,,,,,,,,,,0.066216673,0.135210374,0.268795588,0.346367124,0.479056,0,0,0,0,0,0,No,No,No,No,No,No,0
70,70,176.8756267,-39.39643985,29983483,5112,trunk,State Highway 2,SH 2,B,100,0,F,F,0,0,70,70,NoLiq,-1.00653832,0.752072006,,,,,,,999,999,,,,,-1,-1,,,,,,,,,,0.066216673,0.135210374,0.268795588,0.346367124,0.479056,0,0,0,0,0,0,No,No,No,No,No,No,0
71,71,176.9039616,-39.4992487,30184229,5113,primary,Georges Drive,SH 51,B,50,0,F,F,0,0,71,71,C,-0.900587891,0.738119424,,,,,,,999,999,,,,yes,624,20.62400656,3.894146919,2.568670167,,,,,,,,0.06982365,0.147355367,0.30106716,0.395539751,0.552394,0,0,0,0,0,0,No,No,No,No,No,No,0
72,72,176.9077471,-39.50244392,30184229,5113,primary,Georges Drive,SH 51,B,50,0,F,F,0,0,72,72,C,-0.911172426,0.73294134,,,,,,,999,999,,,,yes,611,17.98539103,3.454577446,2.206518532,,,,,,,,0.06982365,0.147355367,0.30106716,0.395539751,0.552394,0,0,0,0,0,0,No,No,No,No,No,No,0
73,73,176.9080912,-39.50273017,30184229,5113,primary,Georges Drive,SH 51,B,50,0,F,F,0,0,73,73,C,-0.911172426,0.73294134,,,,,,,999,999,,,,yes,612,18.179577,3.695876122,2.471488121,,,,,,,,0.06982365,0.147355367,0.30106716,0.395539751,0.552394,0,0,0,0,0,0,No,No,No,No,No,No,0
74,74,176.9067165,-39.50158248,30184229,5113,primary,Georges Drive,SH 51,B,50,0,F,F,0,0,74,74,C,-0.903856069,0.717278464,,,,,,,999,999,,,,yes,610,17.71133981,3.628705025,2.207348149,,,,,,,,0.06982365,0.147355367,0.30106716,0.395539751,0.552394,0,0,0,0,0,0,No,No,No,No,No,No,0
75,75,176.907111,-39.50191262,30184229,5113,primary,Georges Drive,SH 51,B,50,0,F,F,0,0,75,75,C,-0.917139741,0.709728178,,,,,,,999,999,,,,yes,611,17.7869849,3.454577446,2.206518532,,,,,,,,0.06982365,0.147355367,0.30106716,0.395539751,0.552394,0,0,0,0,0,0,No,No,No,No,No,No,0
76,76,176.9074287,-39.5021785,30184229,5113,primary,Georges Drive,SH 51,B,50,0,F,F,0,0,76,76,C,-0.911172426,0.73294134,,,,,,,999,999,,,,yes,611,17.84685655,3.454577446,2.206518532,,,,,,,,0.06982365,0.147355367,0.30106716,0.395539751,0.552394,0,0,0,0,0,0,No,No,No,No,No,No,0
77,77,176.9056969,-39.5007273,30184229,5113,primary,Georges Drive,SH 51,B,50,0,F,F,0,0,77,77,C,-0.903856069,0.717278464,,,,,,,999,999,,,,yes,610,17.65878701,3.628705025,2.207348149,,,,,,,,0.06982365,0.147355367,0.30106716,0.395539751,0.552394,0,0,0,0,0,0,No,No,No,No,No,No,0
78,78,176.9060908,-39.50105789,30184229,5113,primary,Georges Drive,SH 51,B,50,0,F,F,0,0,78,78,C,-0.903856069,0.717278464,,,,,,,999,999,,,,yes,610,17.66354106,3.628705025,2.207348149,,,,,,,,0.06982365,0.147355367,0.30106716,0.395539751,0.552394,0,0,0,0,0,0,No,No,No,No,No,No,0
